purchase_id,user_id,skin_name,rarity,price_vp,region,payment_method,purchase_date
315,654277,RGX Blade,Premium,1775,LAN,Valorant Points Card,2026-02-04 02:17:18
316,662899,Glitchpop Phantom,Deluxe,1275,AP,Credit Card,2026-02-16 08:16:04
317,385535,Elderflame Operator,Premium,1775,NA,Credit Card,2026-04-08 22:50:45
318,364240,Prelude to Chaos Vandal,Premium,1775,BR,PayPal,2026-03-03 15:42:55
319,465277,Glitchpop Phantom,Premium,1775,LAN,PayPal,2026-01-12 07:16:21
320,697094,Prime Phantom,Select,875,AP,Credit Card,2026-03-23 12:24:20
321,468232,Prelude to Chaos Vandal,Select,875,EU,PayPal,2026-04-04 05:27:58
322,321812,Prelude to Chaos Vandal,Select,875,NA,PayPal,2026-03-12 14:25:25
323,562969,RGX Blade,Select,875,NA,Valorant Points Card,2026-03-31 21:10:13
324,314767,Reaver Vandal,Ultra,2475,NA,Credit Card,2026-03-18 01:34:46
325,340557,Oni Katana,Select,875,BR,PayPal,2026-03-29 13:38:19
326,378787,Prime Phantom,Select,875,AP,Credit Card,2026-02-13 04:50:25
327,466647,Prelude to Chaos Vandal,Deluxe,1275,LAN,Valorant Points Card,2026-01-01 10:26:12
328,770189,RGX Blade,Ultra,2475,LAS,PayPal,2026-04-11 17:09:17
329,954078,Prime Phantom,Select,875,AP,Credit Card,2026-01-06 19:07:40
330,378052,RGX Blade,Ultra,4350,AP,PayPal,2026-04-05 17:21:36
331,301863,Oni Katana,Select,875,NA,Valorant Points Card,2026-01-07 03:19:52
332,248279,Prelude to Chaos Vandal,Deluxe,1275,NA,Valorant Points Card,2026-02-26 03:59:39
333,806341,RGX Blade,Select,875,NA,Credit Card,2026-01-18 22:51:19
334,848505,Reaver Vandal,Deluxe,1275,NA,PayPal,2026-02-05 15:35:47
335,759052,Prelude to Chaos Vandal,Premium,1775,LAN,Valorant Points Card,2026-02-20 10:57:44
336,279431,Ion Sheriff,Ultra,4350,LAS,PayPal,2026-01-26 14:49:52
337,306847,Reaver Vandal,Select,875,LAN,PayPal,2026-02-09 11:14:03
338,366362,RGX Blade,Select,875,AP,Credit Card,2026-02-04 18:35:14
339,817229,RGX Blade,Deluxe,1275,BR,Valorant Points Card,2026-02-07 10:35:03
340,744731,Elderflame Operator,Premium,1775,BR,Valorant Points Card,2026-04-05 15:54:12
341,661362,Elderflame Operator,Select,875,AP,Credit Card,2026-04-18 18:41:56
342,216069,Elderflame Operator,Deluxe,1275,AP,PayPal,2026-03-11 13:20:07
343,940927,Oni Katana,Deluxe,1275,BR,Valorant Points Card,2026-02-16 17:24:07
344,296348,Prelude to Chaos Vandal,Deluxe,1275,AP,PayPal,2026-05-04 05:41:23
345,932422,Prelude to Chaos Vandal,Select,875,LAS,Valorant Points Card,2026-04-02 03:22:14
346,436611,Ion Sheriff,Select,875,EU,Valorant Points Card,2026-02-05 18:20:24
347,800131,Ion Sheriff,Deluxe,1275,LAN,Credit Card,2026-01-28 21:45:00
348,338666,Ion Sheriff,Deluxe,1275,AP,Valorant Points Card,2026-04-24 20:09:40
349,477070,Prelude to Chaos Vandal,Select,875,LAS,Credit Card,2026-01-21 18:21:17
350,808903,Reaver Vandal,Select,875,AP,Valorant Points Card,2026-01-28 03:20:35
351,105331,Prime Phantom,Ultra,4350,BR,Valorant Points Card,2026-02-28 02:12:54
352,769677,Elderflame Operator,Ultra,2475,BR,Credit Card,2026-01-19 08:28:24
353,563249,Glitchpop Phantom,Ultra,4350,AP,PayPal,2026-01-19 19:44:27
354,324211,Glitchpop Phantom,Deluxe,1275,BR,PayPal,2026-04-26 15:25:43
355,114860,Reaver Vandal,Select,875,NA,PayPal,2026-03-03 03:53:17
356,830970,Prime Phantom,Deluxe,1275,LAS,PayPal,2026-03-15 11:42:04
357,548931,Reaver Vandal,Deluxe,1275,EU,Credit Card,2026-02-05 17:25:05
358,519886,RGX Blade,Premium,1775,LAS,Valorant Points Card,2026-03-07 16:08:12
359,279360,Prelude to Chaos Vandal,Select,875,LAS,Credit Card,2026-04-25 02:17:49
360,456813,Reaver Vandal,Deluxe,1275,LAN,Valorant Points Card,2026-03-19 14:45:40
361,689952,Elderflame Operator,Ultra,4350,AP,PayPal,2026-04-13 21:57:16
362,198295,RGX Blade,Select,875,NA,PayPal,2026-04-28 05:58:10
363,772862,Glitchpop Phantom,Premium,1775,LAS,PayPal,2026-04-06 17:28:15
364,225425,Glitchpop Phantom,Premium,1775,NA,Credit Card,2026-02-24 04:16:28
365,507971,Ion Sheriff,Deluxe,1275,LAN,Valorant Points Card,2026-01-18 06:00:00
366,169149,Prelude to Chaos Vandal,Deluxe,1275,EU,Valorant Points Card,2026-01-20 22:01:22
367,338635,Prelude to Chaos Vandal,Select,875,NA,PayPal,2026-04-29 07:51:24
368,229975,RGX Blade,Deluxe,1275,NA,Valorant Points Card,2026-02-19 12:13:06
369,269260,Elderflame Operator,Select,875,LAS,Valorant Points Card,2026-04-14 21:45:19
370,832526,Ion Sheriff,Deluxe,1275,NA,PayPal,2026-01-09 18:19:35
371,537512,Reaver Vandal,Select,875,BR,PayPal,2026-04-30 08:06:31
372,544844,Glitchpop Phantom,Ultra,4350,AP,PayPal,2026-04-15 13:23:39
373,617954,Glitchpop Phantom,Ultra,4350,NA,Credit Card,2026-04-30 15:18:22
374,758139,RGX Blade,Select,875,NA,Credit Card,2026-03-28 16:02:09
375,234873,RGX Blade,Select,875,NA,Credit Card,2026-04-28 18:02:15
376,162983,RGX Blade,Premium,1775,LAS,Valorant Points Card,2026-03-10 14:27:16
377,919444,Oni Katana,Premium,1775,LAN,Credit Card,2026-03-17 14:14:47
378,837611,Reaver Vandal,Deluxe,1275,LAS,Credit Card,2026-01-06 20:54:39
379,702823,Ion Sheriff,Deluxe,1275,AP,Credit Card,2026-01-22 04:01:54
380,729458,Prelude to Chaos Vandal,Deluxe,1275,NA,PayPal,2026-03-31 14:29:07
381,246864,Oni Katana,Deluxe,1275,LAS,PayPal,2026-03-07 11:16:11
382,299441,Elderflame Operator,Deluxe,1275,AP,Valorant Points Card,2026-05-08 22:04:34
383,259311,Oni Katana,Select,875,NA,PayPal,2026-02-22 05:18:27
384,723316,Ion Sheriff,Ultra,2475,EU,Credit Card,2026-03-15 19:06:39
385,457202,Elderflame Operator,Deluxe,1275,LAS,Credit Card,2026-04-16 07:46:19
386,521050,Oni Katana,Premium,1775,AP,Valorant Points Card,2026-01-23 19:27:31
387,941482,Prime Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-04-19 23:10:11
388,204220,Reaver Vandal,Deluxe,1275,EU,Valorant Points Card,2026-03-23 06:32:55
389,490531,Ion Sheriff,Select,875,EU,PayPal,2026-03-06 00:46:28
390,512622,Elderflame Operator,Ultra,4350,BR,PayPal,2026-01-07 10:43:55
391,257312,Glitchpop Phantom,Deluxe,1275,NA,Credit Card,2026-03-09 12:17:00
392,937478,Ion Sheriff,Premium,1775,AP,PayPal,2026-05-06 10:56:55
393,628996,Prelude to Chaos Vandal,Select,875,EU,Credit Card,2026-03-21 04:36:12
394,832671,Prelude to Chaos Vandal,Select,875,EU,Credit Card,2026-04-01 17:50:32
395,261111,Prelude to Chaos Vandal,Select,875,BR,Credit Card,2026-04-15 12:07:47
396,443484,Prelude to Chaos Vandal,Select,875,EU,PayPal,2026-01-13 02:12:47
397,734331,Glitchpop Phantom,Ultra,2475,EU,Valorant Points Card,2026-01-17 01:52:50
398,912724,RGX Blade,Select,875,LAN,Valorant Points Card,2026-01-12 20:09:47
399,440382,Oni Katana,Select,875,AP,Credit Card,2026-03-28 01:10:33
400,597308,Prelude to Chaos Vandal,Deluxe,1275,LAN,Valorant Points Card,2026-03-10 09:05:12
401,517591,Reaver Vandal,Premium,1775,BR,Valorant Points Card,2026-05-04 03:38:06
402,763086,Glitchpop Phantom,Select,875,LAN,PayPal,2026-04-13 08:37:21
403,419217,Glitchpop Phantom,Select,875,LAN,Credit Card,2026-05-08 23:42:06
404,338998,Glitchpop Phantom,Select,875,EU,Credit Card,2026-05-08 11:32:11
405,770201,Glitchpop Phantom,Select,875,LAN,Credit Card,2026-02-27 10:57:13
406,361272,RGX Blade,Select,875,BR,Valorant Points Card,2026-03-20 15:30:44
407,120574,Oni Katana,Deluxe,1275,LAN,Credit Card,2026-01-12 06:45:20
408,927767,RGX Blade,Premium,1775,LAS,Valorant Points Card,2026-02-15 20:31:34
409,173041,Glitchpop Phantom,Deluxe,1275,AP,Valorant Points Card,2026-04-10 01:54:05
410,126580,Reaver Vandal,Deluxe,1275,NA,Valorant Points Card,2026-02-28 23:35:48
411,793596,Reaver Vandal,Premium,1775,BR,Valorant Points Card,2026-02-10 08:17:44
412,832993,Glitchpop Phantom,Deluxe,1275,NA,Valorant Points Card,2026-04-08 10:35:46
413,936321,Ion Sheriff,Deluxe,1275,LAN,Valorant Points Card,2026-04-01 17:02:07
414,105364,Oni Katana,Deluxe,1275,LAS,Valorant Points Card,2026-01-29 01:31:21
415,963787,Oni Katana,Select,875,LAN,Credit Card,2026-03-12 14:17:39
416,771833,Glitchpop Phantom,Deluxe,1275,NA,Credit Card,2026-01-29 09:00:09
417,447733,Elderflame Operator,Select,875,EU,Credit Card,2026-01-21 21:56:29
418,111438,Elderflame Operator,Deluxe,1275,AP,PayPal,2026-01-24 14:00:26
419,561082,Elderflame Operator,Select,875,NA,Credit Card,2026-01-01 09:56:44
420,675535,Oni Katana,Ultra,4350,BR,Valorant Points Card,2026-01-29 12:42:39
421,694445,Elderflame Operator,Deluxe,1275,LAS,PayPal,2026-03-16 23:08:59
422,553978,Oni Katana,Ultra,4350,EU,Credit Card,2026-02-26 12:14:07
423,126720,Prime Phantom,Deluxe,1275,NA,PayPal,2026-04-13 13:44:23
424,266016,Prime Phantom,Premium,1775,NA,Valorant Points Card,2026-03-05 09:34:18
425,877247,Glitchpop Phantom,Deluxe,1275,EU,Valorant Points Card,2026-03-29 11:06:58
426,885811,Prime Phantom,Premium,1775,LAS,Credit Card,2026-01-05 15:45:17
427,295331,Elderflame Operator,Select,875,AP,Credit Card,2026-04-21 05:37:37
428,656777,Glitchpop Phantom,Premium,1775,BR,PayPal,2026-04-09 22:48:34
429,424900,RGX Blade,Premium,1775,BR,Valorant Points Card,2026-03-01 07:00:02
430,322337,Prelude to Chaos Vandal,Deluxe,1275,LAS,Valorant Points Card,2026-02-02 20:46:46
431,683628,Glitchpop Phantom,Ultra,4350,EU,PayPal,2026-02-07 13:12:23
432,980659,Prime Phantom,Deluxe,1275,EU,PayPal,2026-02-04 03:31:22
433,731544,Ion Sheriff,Deluxe,1275,LAS,Credit Card,2026-03-19 10:13:22
434,849563,Elderflame Operator,Premium,1775,EU,Valorant Points Card,2026-02-22 02:03:06
435,519401,Oni Katana,Select,875,LAN,Credit Card,2026-04-29 13:45:03
436,483371,Glitchpop Phantom,Select,875,AP,Valorant Points Card,2026-01-11 16:46:39
437,411305,Reaver Vandal,Ultra,4350,EU,PayPal,2026-02-06 21:10:53
438,304997,Reaver Vandal,Ultra,4350,AP,PayPal,2026-02-10 21:03:10
439,866050,Glitchpop Phantom,Select,875,EU,PayPal,2026-02-05 05:34:49
440,628378,RGX Blade,Select,875,BR,Credit Card,2026-03-03 06:58:51
441,105055,Glitchpop Phantom,Deluxe,1275,LAS,PayPal,2026-02-06 13:46:04
442,599895,Prelude to Chaos Vandal,Ultra,2475,NA,PayPal,2026-05-06 23:13:45
443,743982,Oni Katana,Deluxe,1275,NA,PayPal,2026-04-15 18:53:28
444,648115,Prelude to Chaos Vandal,Deluxe,1275,NA,Credit Card,2026-03-23 06:26:12
445,371931,Oni Katana,Premium,1775,LAN,Valorant Points Card,2026-01-21 16:12:51
446,541715,Ion Sheriff,Select,875,LAN,Credit Card,2026-04-02 16:46:48
447,523848,Prelude to Chaos Vandal,Deluxe,1275,EU,PayPal,2026-03-04 22:47:40
448,741331,Glitchpop Phantom,Ultra,4350,BR,Valorant Points Card,2026-01-30 05:48:02
449,859361,Ion Sheriff,Deluxe,1275,BR,PayPal,2026-02-12 18:25:32
450,503909,Elderflame Operator,Select,875,NA,Valorant Points Card,2026-02-26 00:23:03
451,308163,Elderflame Operator,Ultra,4350,EU,Credit Card,2026-02-04 09:13:57
452,940359,Reaver Vandal,Select,875,NA,PayPal,2026-03-19 19:21:43
453,462171,Prelude to Chaos Vandal,Premium,1775,EU,Valorant Points Card,2026-01-09 06:35:08
454,241565,Oni Katana,Deluxe,1275,LAN,Valorant Points Card,2026-04-15 02:49:39
455,742920,Glitchpop Phantom,Ultra,2475,EU,PayPal,2026-01-21 03:24:49
456,353321,Prelude to Chaos Vandal,Select,875,EU,PayPal,2026-03-22 22:25:35
457,786457,Oni Katana,Select,875,EU,Valorant Points Card,2026-04-24 08:35:48
458,317694,Oni Katana,Deluxe,1275,EU,Credit Card,2026-04-06 17:42:52
459,879012,Elderflame Operator,Ultra,2475,EU,PayPal,2026-01-22 12:46:56
460,925656,Oni Katana,Ultra,4350,BR,PayPal,2026-01-04 11:54:05
461,433238,RGX Blade,Deluxe,1275,LAN,Credit Card,2026-01-08 06:56:24
462,532524,Elderflame Operator,Ultra,2475,LAS,PayPal,2026-04-04 00:41:17
463,610359,Oni Katana,Premium,1775,LAN,Valorant Points Card,2026-01-06 11:58:43
464,718891,RGX Blade,Select,875,EU,Valorant Points Card,2026-01-30 21:00:41
465,474098,Glitchpop Phantom,Ultra,4350,LAN,PayPal,2026-01-16 16:19:31
466,203689,Prelude to Chaos Vandal,Select,875,EU,Credit Card,2026-02-19 21:31:12
467,671080,Reaver Vandal,Select,875,EU,Valorant Points Card,2026-01-25 21:26:55
468,109072,Reaver Vandal,Select,875,EU,Valorant Points Card,2026-01-22 02:15:36
469,596310,Reaver Vandal,Deluxe,1275,EU,Credit Card,2026-01-15 22:56:27
470,889077,Reaver Vandal,Premium,1775,EU,Credit Card,2026-02-14 02:44:23
471,158465,Prelude to Chaos Vandal,Premium,1775,EU,Valorant Points Card,2026-04-24 20:38:29
472,835440,Prime Phantom,Deluxe,1275,AP,Credit Card,2026-01-29 10:07:32
473,866237,RGX Blade,Deluxe,1275,NA,PayPal,2026-02-19 14:38:05
474,889878,Glitchpop Phantom,Deluxe,1275,AP,PayPal,2026-01-14 03:57:10
475,291390,Prime Phantom,Premium,1775,AP,Credit Card,2026-03-09 20:07:10
476,324057,Prelude to Chaos Vandal,Select,875,LAS,Credit Card,2026-03-22 13:14:30
477,983240,Elderflame Operator,Select,875,AP,Valorant Points Card,2026-02-16 17:45:40
478,809231,Glitchpop Phantom,Select,875,BR,Credit Card,2026-02-25 14:18:51
479,498770,Prelude to Chaos Vandal,Premium,1775,BR,Valorant Points Card,2026-03-02 11:11:47
480,547002,Elderflame Operator,Ultra,2475,BR,Valorant Points Card,2026-01-17 02:15:29
481,949127,Reaver Vandal,Select,875,LAN,Valorant Points Card,2026-02-20 12:21:34
482,779916,Glitchpop Phantom,Deluxe,1275,BR,Valorant Points Card,2026-05-01 19:50:28
483,515274,Elderflame Operator,Select,875,EU,Valorant Points Card,2026-03-14 00:21:06
484,577869,Prime Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-03-18 13:33:01
485,982589,Prelude to Chaos Vandal,Select,875,BR,Valorant Points Card,2026-01-17 19:36:10
486,916285,Elderflame Operator,Select,875,EU,Credit Card,2026-02-26 22:57:53
487,867854,Ion Sheriff,Select,875,LAS,Valorant Points Card,2026-04-28 05:08:32
488,381230,Glitchpop Phantom,Select,875,BR,PayPal,2026-02-12 11:11:26
489,966778,Reaver Vandal,Deluxe,1275,EU,Valorant Points Card,2026-04-27 16:40:30
490,816539,Ion Sheriff,Premium,1775,BR,Valorant Points Card,2026-03-05 03:38:28
491,141521,RGX Blade,Select,875,LAS,PayPal,2026-02-19 01:05:55
492,469158,Prime Phantom,Select,875,LAS,Credit Card,2026-03-19 08:35:24
493,974304,Elderflame Operator,Select,875,NA,Credit Card,2026-02-11 05:34:01
494,547963,RGX Blade,Deluxe,1275,LAS,Valorant Points Card,2026-05-07 17:14:45
495,406808,Reaver Vandal,Select,875,BR,PayPal,2026-04-12 04:18:14
496,474927,Oni Katana,Select,875,LAS,Credit Card,2026-04-15 16:29:59
497,983209,RGX Blade,Select,875,LAN,Valorant Points Card,2026-01-26 05:57:40
498,786059,Prime Phantom,Select,875,AP,Credit Card,2026-01-16 00:13:43
499,944291,Prime Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-03-18 20:08:07
500,424063,Oni Katana,Select,875,NA,Valorant Points Card,2026-01-28 03:25:16
501,714199,Prime Phantom,Deluxe,1275,LAS,PayPal,2026-02-24 11:09:58
502,389275,Reaver Vandal,Select,875,EU,PayPal,2026-02-20 15:24:28
503,187539,RGX Blade,Deluxe,1275,BR,PayPal,2026-02-11 07:57:40
504,455782,RGX Blade,Select,875,NA,PayPal,2026-01-14 05:26:54
505,654141,Oni Katana,Premium,1775,NA,Valorant Points Card,2026-04-30 07:05:58
506,559665,Reaver Vandal,Premium,1775,BR,Valorant Points Card,2026-03-31 14:16:07
507,556745,Elderflame Operator,Select,875,BR,PayPal,2026-05-09 03:15:01
508,870280,Reaver Vandal,Premium,1775,BR,Valorant Points Card,2026-01-26 07:13:08
509,725580,Elderflame Operator,Premium,1775,BR,Valorant Points Card,2026-02-09 21:56:08
510,125193,Prelude to Chaos Vandal,Deluxe,1275,EU,Credit Card,2026-02-21 02:12:14
511,307678,Reaver Vandal,Select,875,AP,PayPal,2026-01-09 08:42:40
512,496820,Elderflame Operator,Deluxe,1275,EU,Credit Card,2026-03-12 23:23:49
513,529988,Prelude to Chaos Vandal,Deluxe,1275,BR,Credit Card,2026-02-07 03:39:18
514,513895,Reaver Vandal,Deluxe,1275,LAN,Credit Card,2026-04-01 14:07:08
515,728037,Elderflame Operator,Premium,1775,LAN,Valorant Points Card,2026-01-08 20:40:35
516,357806,Glitchpop Phantom,Select,875,LAS,Valorant Points Card,2026-01-19 04:17:26
517,105188,Ion Sheriff,Ultra,2475,AP,Credit Card,2026-04-09 15:52:08
518,768021,Prelude to Chaos Vandal,Select,875,LAS,Valorant Points Card,2026-04-07 04:26:59
519,816300,RGX Blade,Select,875,EU,Credit Card,2026-01-17 10:42:45
520,782598,Ion Sheriff,Select,875,AP,PayPal,2026-02-22 09:48:14
521,716033,Oni Katana,Ultra,2475,AP,Valorant Points Card,2026-02-02 13:21:14
522,650216,Glitchpop Phantom,Premium,1775,NA,Credit Card,2026-01-05 16:13:21
523,753965,RGX Blade,Premium,1775,LAS,Valorant Points Card,2026-04-01 04:27:38
524,919076,Ion Sheriff,Select,875,LAN,PayPal,2026-03-29 06:49:04
525,600477,RGX Blade,Ultra,4350,AP,Valorant Points Card,2026-04-27 00:04:22
526,713428,Elderflame Operator,Select,875,LAN,PayPal,2026-01-22 12:41:42
527,190666,Elderflame Operator,Premium,1775,NA,Credit Card,2026-04-24 03:52:35
528,187349,Reaver Vandal,Deluxe,1275,NA,Valorant Points Card,2026-03-10 11:44:28
529,573799,RGX Blade,Select,875,NA,PayPal,2026-02-07 09:04:50
530,399299,Prime Phantom,Select,875,LAN,PayPal,2026-05-07 13:31:38
531,484968,Glitchpop Phantom,Deluxe,1275,AP,Credit Card,2026-01-03 17:43:29
532,879321,Ion Sheriff,Premium,1775,AP,Valorant Points Card,2026-03-23 10:38:54
533,227320,Oni Katana,Deluxe,1275,EU,Credit Card,2026-04-06 01:47:13
534,576172,Glitchpop Phantom,Ultra,4350,BR,Valorant Points Card,2026-03-11 05:38:46
535,729577,Glitchpop Phantom,Deluxe,1275,NA,PayPal,2026-04-14 01:03:04
536,888391,RGX Blade,Select,875,LAN,PayPal,2026-03-03 22:18:06
537,616440,Elderflame Operator,Select,875,AP,Valorant Points Card,2026-05-03 00:11:08
538,533955,Oni Katana,Select,875,EU,Valorant Points Card,2026-02-07 23:39:03
539,317942,Reaver Vandal,Premium,1775,EU,Valorant Points Card,2026-01-30 19:44:21
540,643089,Prime Phantom,Select,875,EU,Valorant Points Card,2026-05-01 17:09:16
541,966647,Prelude to Chaos Vandal,Premium,1775,LAS,Credit Card,2026-01-03 02:11:45
542,368185,Glitchpop Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-02-12 00:02:17
543,868314,Ion Sheriff,Ultra,2475,AP,PayPal,2026-03-17 15:35:33
544,906727,Oni Katana,Deluxe,1275,LAN,Credit Card,2026-02-20 19:09:58
545,797186,Glitchpop Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-03-27 14:43:32
546,359813,Reaver Vandal,Deluxe,1275,LAN,Credit Card,2026-04-08 23:32:15
547,806125,Prime Phantom,Deluxe,1275,LAS,Valorant Points Card,2026-05-01 03:50:44
548,363869,Oni Katana,Premium,1775,LAN,Valorant Points Card,2026-02-16 18:40:30
549,117102,Prime Phantom,Select,875,LAN,Valorant Points Card,2026-04-07 17:59:38
550,764586,Reaver Vandal,Ultra,4350,LAN,Credit Card,2026-03-26 00:13:29
551,521142,Prelude to Chaos Vandal,Select,875,EU,Valorant Points Card,2026-03-24 18:24:50
552,190646,Prime Phantom,Ultra,2475,EU,PayPal,2026-04-13 01:12:55
553,223138,Reaver Vandal,Select,875,BR,PayPal,2026-01-04 12:26:10
554,495903,Prelude to Chaos Vandal,Deluxe,1275,LAN,PayPal,2026-03-11 09:29:17
555,617019,Reaver Vandal,Premium,1775,LAN,Valorant Points Card,2026-04-02 07:00:32
556,921506,Prelude to Chaos Vandal,Select,875,LAS,Credit Card,2026-03-18 21:43:53
557,320681,RGX Blade,Select,875,LAS,Valorant Points Card,2026-02-09 04:48:44
558,332617,Prelude to Chaos Vandal,Deluxe,1275,LAN,Valorant Points Card,2026-01-29 09:50:41
559,477098,Glitchpop Phantom,Select,875,NA,Credit Card,2026-02-21 21:50:16
560,379240,Elderflame Operator,Premium,1775,BR,Credit Card,2026-03-27 22:53:29
561,941286,Prime Phantom,Select,875,LAS,PayPal,2026-04-28 19:32:17
562,700652,Oni Katana,Select,875,LAS,Credit Card,2026-05-05 05:02:51
563,617616,Prelude to Chaos Vandal,Ultra,4350,NA,Credit Card,2026-02-24 10:50:44
564,454245,Glitchpop Phantom,Select,875,BR,Valorant Points Card,2026-01-07 08:17:19
565,526205,Oni Katana,Select,875,EU,Valorant Points Card,2026-03-14 15:20:31
566,193093,Prelude to Chaos Vandal,Deluxe,1275,AP,PayPal,2026-02-19 18:39:40
567,310826,Oni Katana,Deluxe,1275,NA,PayPal,2026-05-01 23:40:35
568,380144,Prime Phantom,Select,875,NA,Credit Card,2026-04-18 02:18:44
569,913839,Elderflame Operator,Select,875,EU,Credit Card,2026-04-23 15:58:19
570,421146,Prelude to Chaos Vandal,Premium,1775,LAN,PayPal,2026-04-07 23:50:28
571,292884,Prime Phantom,Premium,1775,AP,Credit Card,2026-02-21 21:09:37
572,149689,Prelude to Chaos Vandal,Premium,1775,EU,Credit Card,2026-01-28 09:08:35
573,845351,Prime Phantom,Deluxe,1275,EU,Valorant Points Card,2026-03-31 00:13:18
574,820901,Prime Phantom,Deluxe,1275,BR,PayPal,2026-01-12 03:53:22
575,695983,Ion Sheriff,Deluxe,1275,LAN,Credit Card,2026-02-18 23:19:20
576,642192,Reaver Vandal,Select,875,EU,Credit Card,2026-03-01 09:34:41
577,127210,Prime Phantom,Deluxe,1275,EU,Valorant Points Card,2026-04-03 04:59:21
578,411765,RGX Blade,Deluxe,1275,EU,PayPal,2026-03-07 21:13:29
579,383656,Prime Phantom,Select,875,AP,Credit Card,2026-03-15 19:35:39
580,553590,Prelude to Chaos Vandal,Select,875,LAS,Valorant Points Card,2026-03-16 17:03:41
581,161959,Oni Katana,Deluxe,1275,NA,Credit Card,2026-03-25 08:00:09
582,887988,Glitchpop Phantom,Select,875,LAN,Valorant Points Card,2026-04-17 11:46:37
583,868881,Elderflame Operator,Premium,1775,LAN,PayPal,2026-03-27 03:49:29
584,101814,Ion Sheriff,Premium,1775,AP,PayPal,2026-03-15 20:03:28
585,297053,Glitchpop Phantom,Select,875,EU,PayPal,2026-03-07 13:51:31
586,916404,Reaver Vandal,Select,875,LAN,PayPal,2026-03-05 06:41:01
587,399217,RGX Blade,Select,875,BR,Valorant Points Card,2026-03-02 19:33:50
588,788031,RGX Blade,Select,875,LAN,Valorant Points Card,2026-05-02 21:59:13
589,633098,Oni Katana,Select,875,BR,PayPal,2026-01-21 10:36:16
590,884475,Prime Phantom,Deluxe,1275,NA,Credit Card,2026-03-29 00:55:38
591,285209,RGX Blade,Select,875,BR,PayPal,2026-01-16 23:28:11
592,181164,Glitchpop Phantom,Deluxe,1275,BR,Credit Card,2026-05-04 23:24:26
593,672055,Elderflame Operator,Premium,1775,LAS,Credit Card,2026-05-04 00:10:02
594,533303,Prelude to Chaos Vandal,Deluxe,1275,LAS,PayPal,2026-04-07 06:25:51
595,202356,Glitchpop Phantom,Select,875,EU,Valorant Points Card,2026-03-03 00:05:18
596,428036,Ion Sheriff,Select,875,EU,Valorant Points Card,2026-01-23 20:13:39
597,494028,Prelude to Chaos Vandal,Premium,1775,NA,Credit Card,2026-01-07 22:48:18
598,618790,Oni Katana,Deluxe,1275,LAS,PayPal,2026-03-03 23:46:56
